DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa)
2018-01-13 00:00:23 +0800, BME280, 23.559999, 39.084961, 1027.087
2018-01-13 00:00:55 +0800, BME280, 23.559999, 39.040039, 1027.062
2018-01-13 00:01:29 +0800, BME280, 23.549999, 39.028320, 1027.070
2018-01-13 00:02:01 +0800, BME280, 23.530001, 39.115234, 1027.054
2018-01-13 00:02:35 +0800, BME280, 23.520000, 39.147461, 1027.069
2018-01-13 00:04:09 +0800, BME280, 23.530001, 39.037109, 1027.004
2018-01-13 00:04:48 +0800, BME280, 23.530001, 39.014648, 1027.017
2018-01-13 00:05:23 +0800, BME280, 23.530001, 38.993164, 1027.028
2018-01-13 00:05:56 +0800, BME280, 23.540001, 39.037109, 1027.039
2018-01-13 00:06:28 +0800, BME280, 23.530001, 39.037109, 1027.033
2018-01-13 00:07:11 +0800, BME280, 23.540001, 38.993164, 1027.034
2018-01-13 00:07:49 +0800, BME280, 23.530001, 39.014648, 1026.988
2018-01-13 00:08:21 +0800, BME280, 23.540001, 39.004883, 1026.976
2018-01-13 00:08:59 +0800, BME280, 23.530001, 39.002930, 1026.996
2018-01-13 00:09:31 +0800, BME280, 23.520000, 39.014648, 1026.976
2018-01-13 00:10:02 +0800, BME280, 23.520000, 39.002930, 1026.973
2018-01-13 00:10:35 +0800, BME280, 23.530001, 38.992188, 1026.972
2018-01-13 00:11:16 +0800, BME280, 23.530001, 39.026367, 1026.961
2018-01-13 00:11:47 +0800, BME280, 23.520000, 39.002930, 1026.948
2018-01-13 00:12:22 +0800, BME280, 23.530001, 39.003906, 1026.939
2018-01-13 00:13:02 +0800, BME280, 23.549999, 38.993164, 1026.942
2018-01-13 00:13:38 +0800, BME280, 23.549999, 38.960938, 1026.929
2018-01-13 00:14:09 +0800, BME280, 23.549999, 38.983398, 1026.900
2018-01-13 00:14:54 +0800, BME280, 23.540001, 39.004883, 1026.907
2018-01-13 00:15:26 +0800, BME280, 23.540001, 39.038086, 1026.888
2018-01-13 00:16:04 +0800, BME280, 23.540001, 38.983398, 1026.842
2018-01-13 00:16:44 +0800, BME280, 23.530001, 39.059570, 1026.845
2018-01-13 00:17:26 +0800, BME280, 23.520000, 39.125000, 1026.859
2018-01-13 00:17:57 +0800, BME280, 23.530001, 39.037109, 1026.886
2018-01-13 00:18:40 +0800, BME280, 23.540001, 39.004883, 1026.892
2018-01-13 00:19:12 +0800, BME280, 23.540001, 39.105469, 1026.940
2018-01-13 00:19:48 +0800, BME280, 23.540001, 39.004883, 1026.931
2018-01-13 00:20:22 +0800, BME280, 23.549999, 39.028320, 1026.957
2018-01-13 00:21:00 +0800, BME280, 23.530001, 39.026367, 1026.933
2018-01-13 00:21:31 +0800, BME280, 23.540001, 39.049805, 1026.958
2018-01-13 00:22:03 +0800, BME280, 23.540001, 39.060547, 1026.956
